"","album_uri","album_name","album_img","album_release_date","album_release_year","album_popularity","track_name","track_uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","key_mode","track_popularity","band"
"1","2Lfy46M23IUeiDATnra0Bl","Bleach: Deluxe Edition","https://i.scdn.co/image/c2c9f75b580f74f78773bb811c2c90361fa115c2","1989-06-15",1989-06-15,43,"Blew","73n50toCiw2DGnJkzaq3rK",0.416,0.919,"A#",-5.349,"minor",0.0639,7.36e-06,0.00265,0.342,0.599,129.898,174453,4,"A# minor",38,"Nirvana"
"2","2Lfy46M23IUeiDATnra0Bl","Bleach: Deluxe Edition","https://i.scdn.co/image/c2c9f75b580f74f78773bb811c2c90361fa115c2","1989-06-15",1989-06-15,43,"Floyd The Barber","38TVeXWupX2jF6Sxz7A9OL",0.455,0.909,"E",-5.444,"major",0.0404,0.002,0.398,0.0522,0.634,136.412,138040,4,"E major",33,"Nirvana"
"3","2Lfy46M23IUeiDATnra0Bl","Bleach: Deluxe Edition","https://i.scdn.co/image/c2c9f75b580f74f78773bb811c2c90361fa115c2","1989-06-15",1989-06-15,43,"About A Girl","0O4Yt3iHNIZGFE3uhFLu6I",0.405,0.889,"B",-6.428,"minor",0.0307,7.35e-06,0.000201,0.174,0.648,132.209,168160,4,"B minor",46,"Nirvana"
"4","2Lfy46M23IUeiDATnra0Bl","Bleach: Deluxe Edition","https://i.scdn.co/image/c2c9f75b580f74f78773bb811c2c90361fa115c2","1989-06-15",1989-06-15,43,"School","2iKWWCvl1Ss9uSMwxTy6IO",0.205,0.952,"A",-6.429,"major",0.0821,1.31e-05,0.233,0.0681,0.141,164.813,162147,4,"A major",38,"Nirvana"
"5","2Lfy46M23IUeiDATnra0Bl","Bleach: Deluxe Edition","https://i.scdn.co/image/c2c9f75b580f74f78773bb811c2c90361fa115c2","1989-06-15",1989-06-15,43,"Love Buzz","4LzM58Gzcc0Wumj4djK1mX",0.465,0.886,"D#",-7.183,"major",0.0354,2.38e-05,0.314,0.152,0.772,137.986,215120,4,"D# major",43,"Nirvana"
"6","2Lfy46M23IUeiDATnra0Bl","Bleach: Deluxe Edition","https://i.scdn.co/image/c2c9f75b580f74f78773bb811c2c90361fa115c2","1989-06-15",1989-06-15,43,"Paper Cuts","4VEakmh8qc7w92UjH8c9Cy",0.556,0.758,"E",-6.321,"major",0.042,0.00375,0.145,0.145,0.36,102.202,245853,4,"E major",31,"Nirvana"
"7","2Lfy46M23IUeiDATnra0Bl","Bleach: Deluxe Edition","https://i.scdn.co/image/c2c9f75b580f74f78773bb811c2c90361fa115c2","1989-06-15",1989-06-15,43,"Negative Creep","0WoOYvrMAbQfucOmiLZnQn",0.34,0.96,"D",-6.095,"major",0.0858,7.87e-06,5.16e-05,0.078,0.432,112.337,175760,3,"D major",35,"Nirvana"
"8","2Lfy46M23IUeiDATnra0Bl","Bleach: Deluxe Edition","https://i.scdn.co/image/c2c9f75b580f74f78773bb811c2c90361fa115c2","1989-06-15",1989-06-15,43,"Scoff","6BBlQJMet0pGymz7mYnSk5",0.43,0.936,"B",-6.635,"minor",0.0422,6.6e-06,0.747,0.137,0.802,145.412,250107,4,"B minor",31,"Nirvana"
"9","2Lfy46M23IUeiDATnra0Bl","Bleach: Deluxe Edition","https://i.scdn.co/image/c2c9f75b580f74f78773bb811c2c90361fa115c2","1989-06-15",1989-06-15,43,"Swap Meet","4yH00PCpBYjSgHlbSmeznn",0.39,0.961,"D",-6.309,"major",0.0576,0.000112,5.27e-06,0.113,0.644,146.267,182853,4,"D major",29,"Nirvana"
"10","2Lfy46M23IUeiDATnra0Bl","Bleach: Deluxe Edition","https://i.scdn.co/image/c2c9f75b580f74f78773bb811c2c90361fa115c2","1989-06-15",1989-06-15,43,"Mr. Moustache","1HlfrkiLvEXro4IsKaEw9Q",0.202,0.925,"C",-4.967,"major",0.0574,8.96e-06,0.186,0.114,0.569,177.525,204000,4,"C major",34,"Nirvana"
"11","2Lfy46M23IUeiDATnra0Bl","Bleach: Deluxe Edition","https://i.scdn.co/image/c2c9f75b580f74f78773bb811c2c90361fa115c2","1989-06-15",1989-06-15,43,"Sifting","2k6kPejuk0oKXIc42mO8Vw",0.426,0.78,"C",-6.42,"major",0.0343,0.000121,0.00429,0.103,0.605,115.501,322120,4,"C major",27,"Nirvana"
"12","2Lfy46M23IUeiDATnra0Bl","Bleach: Deluxe Edition","https://i.scdn.co/image/c2c9f75b580f74f78773bb811c2c90361fa115c2","1989-06-15",1989-06-15,43,"Big Cheese","67jbnXruiIr8WJUl63cWTj",0.26,0.955,"G",-5.588,"major",0.0529,1.1e-05,0.0298,0.166,0.379,130.199,222227,4,"G major",28,"Nirvana"
"13","2Lfy46M23IUeiDATnra0Bl","Bleach: Deluxe Edition","https://i.scdn.co/image/c2c9f75b580f74f78773bb811c2c90361fa115c2","1989-06-15",1989-06-15,43,"Downer","4d2dE6VH7xrxbfZkK2F1Kx",0.317,0.958,"E",-4.772,"minor",0.106,0.00137,0.282,0.141,0.538,101.736,103640,4,"E minor",27,"Nirvana"
"14","2Lfy46M23IUeiDATnra0Bl","Bleach: Deluxe Edition","https://i.scdn.co/image/c2c9f75b580f74f78773bb811c2c90361fa115c2","1989-06-15",1989-06-15,43,"Intro - (Live at Pine Street Theatre)","76xgyfWx04Q2PrM4GFyFBP",0.229,0.676,"E",-6.565,"minor",0.0483,2.14e-05,0.379,0.0903,0.327,77.322,52693,3,"E minor",22,"Nirvana"
"15","2Lfy46M23IUeiDATnra0Bl","Bleach: Deluxe Edition","https://i.scdn.co/image/c2c9f75b580f74f78773bb811c2c90361fa115c2","1989-06-15",1989-06-15,43,"School - (Live at Pine Street Theatre)","3rY4E6Lzpm191dqEGoXh74",0.259,0.966,"A",-5.538,"major",0.109,1.15e-05,0.189,0.09,0.496,160.893,156360,4,"A major",23,"Nirvana"
"16","2Lfy46M23IUeiDATnra0Bl","Bleach: Deluxe Edition","https://i.scdn.co/image/c2c9f75b580f74f78773bb811c2c90361fa115c2","1989-06-15",1989-06-15,43,"Floyd The Barber - (Live at Pine Street Theatre)","1W2cAOdG3x6qm06wO8VqGO",0.349,0.923,"F",-5.443,"major",0.0481,8.73e-06,0.0256,0.23,0.45,145.819,136827,4,"F major",22,"Nirvana"
"17","2Lfy46M23IUeiDATnra0Bl","Bleach: Deluxe Edition","https://i.scdn.co/image/c2c9f75b580f74f78773bb811c2c90361fa115c2","1989-06-15",1989-06-15,43,"Dive - (Live at Pine Street Theatre)","7aYHIc3E1BwRMIG1l8xg9j",0.41,0.903,"B",-5.297,"major",0.0344,4.48e-06,0.0142,0.139,0.48,132.514,222427,4,"B major",22,"Nirvana"
"18","2Lfy46M23IUeiDATnra0Bl","Bleach: Deluxe Edition","https://i.scdn.co/image/c2c9f75b580f74f78773bb811c2c90361fa115c2","1989-06-15",1989-06-15,43,"Love Buzz - (Live at Pine Street Theatre)","4y6N132BGW6GhXVBzhxTCy",0.394,0.952,"D",-6.961,"major",0.0546,4.76e-05,0.187,0.101,0.843,152.981,177760,4,"D major",22,"Nirvana"
"19","2Lfy46M23IUeiDATnra0Bl","Bleach: Deluxe Edition","https://i.scdn.co/image/c2c9f75b580f74f78773bb811c2c90361fa115c2","1989-06-15",1989-06-15,43,"Spank Thru - (Live at Pine Street Theatre)","19VK3z3OrIfjNO8ULp7gDx",0.306,0.958,"D",-6.197,"major",0.0565,2.23e-05,0.0858,0.222,0.409,137.922,179320,4,"D major",23,"Nirvana"
"20","2Lfy46M23IUeiDATnra0Bl","Bleach: Deluxe Edition","https://i.scdn.co/image/c2c9f75b580f74f78773bb811c2c90361fa115c2","1989-06-15",1989-06-15,43,"Molly's Lips - (Live at Pine Street Theatre)","3wmqj7duLcjBKY9Dd13UZA",0.294,0.96,"G",-6.165,"major",0.092,8.37e-05,0.132,0.367,0.451,156.631,135773,4,"G major",30,"Nirvana"
"21","6yaiubHHJy8N8QcHy3julo","Nevermind","https://i.scdn.co/image/a8abd663f99a4d15d4b46a2b0c6678ee6ad05274","1991-09-26",1991-09-26,50,"Smells Like Teen Spirit","75aLTVBSGIquqzQ6AkmK3Q",0.515,0.901,"C#",-4.515,"major",0.0642,3.08e-05,0.000217,0.0994,0.775,116.804,301920,4,"C# major",46,"Nirvana"
"22","6yaiubHHJy8N8QcHy3julo","Nevermind","https://i.scdn.co/image/a8abd663f99a4d15d4b46a2b0c6678ee6ad05274","1991-09-26",1991-09-26,50,"In Bloom - Nevermind Version","55n69wdvbtg1VmQ9rci2WE",0.506,0.871,"A#",-4.85,"minor",0.0501,5.63e-05,0.000142,0.267,0.54,78.774,255080,4,"A# minor",45,"Nirvana"
"23","6yaiubHHJy8N8QcHy3julo","Nevermind","https://i.scdn.co/image/a8abd663f99a4d15d4b46a2b0c6678ee6ad05274","1991-09-26",1991-09-26,50,"Come As You Are","7aCSKL5LmVhakVs0l483B5",0.505,0.801,"E",-5.781,"minor",0.0411,2e-04,0.000594,0.0945,0.56,120.005,218920,4,"E minor",44,"Nirvana"
"24","6yaiubHHJy8N8QcHy3julo","Nevermind","https://i.scdn.co/image/a8abd663f99a4d15d4b46a2b0c6678ee6ad05274","1991-09-26",1991-09-26,50,"Breed","5drcC8MOaSDONgXJbWbMJp",0.263,0.967,"E",-4.655,"major",0.0952,4.24e-06,0.0145,0.135,0.276,158.533,184040,4,"E major",42,"Nirvana"
"25","6yaiubHHJy8N8QcHy3julo","Nevermind","https://i.scdn.co/image/a8abd663f99a4d15d4b46a2b0c6678ee6ad05274","1991-09-26",1991-09-26,50,"Lithium","07hCnHx9DhqZg5eN6RvCbd",0.669,0.652,"G",-6.305,"major",0.0365,0.00133,0,0.0673,0.385,123.247,257053,4,"G major",43,"Nirvana"
"26","6yaiubHHJy8N8QcHy3julo","Nevermind","https://i.scdn.co/image/a8abd663f99a4d15d4b46a2b0c6678ee6ad05274","1991-09-26",1991-09-26,50,"Polly","4VYbDiokszg5vrXmHxoMtC",0.829,0.372,"D",-11.146,"minor",0.062,0.896,0.224,0.113,0.51,121.113,173853,4,"D minor",41,"Nirvana"
"27","6yaiubHHJy8N8QcHy3julo","Nevermind","https://i.scdn.co/image/a8abd663f99a4d15d4b46a2b0c6678ee6ad05274","1991-09-26",1991-09-26,50,"Territorial Pissings","4zZh3CwOCWGjxxfXNocAOe",0.287,0.984,"D",-4.364,"major",0.207,0.000395,0,0.222,0.0611,182.959,142947,4,"D major",39,"Nirvana"
"28","6yaiubHHJy8N8QcHy3julo","Nevermind","https://i.scdn.co/image/a8abd663f99a4d15d4b46a2b0c6678ee6ad05274","1991-09-26",1991-09-26,50,"Drain You","3LqBsbKFW6PTjUmmickpt0",0.333,0.918,"B",-5.621,"minor",0.0747,0.000153,5.58e-06,0.17,0.191,132.848,223880,4,"B minor",43,"Nirvana"
"29","6yaiubHHJy8N8QcHy3julo","Nevermind","https://i.scdn.co/image/a8abd663f99a4d15d4b46a2b0c6678ee6ad05274","1991-09-26",1991-09-26,50,"Lounge Act","02UGlYzodYMeucgYo5DSHs",0.324,0.957,"B",-5.409,"minor",0.103,1.59e-05,5.76e-05,0.148,0.489,152.022,156427,4,"B minor",39,"Nirvana"
"30","6yaiubHHJy8N8QcHy3julo","Nevermind","https://i.scdn.co/image/a8abd663f99a4d15d4b46a2b0c6678ee6ad05274","1991-09-26",1991-09-26,50,"Stay Away","1KI5l6Ek0Oj3UeTZqpTKdA",0.358,0.976,"B",-5.108,"minor",0.136,7.81e-06,0.0379,0.0829,0.271,165.241,211440,4,"B minor",38,"Nirvana"
"31","6yaiubHHJy8N8QcHy3julo","Nevermind","https://i.scdn.co/image/a8abd663f99a4d15d4b46a2b0c6678ee6ad05274","1991-09-26",1991-09-26,50,"On A Plain","7ACz2RanNIfGzr4J3VDDbI",0.422,0.945,"D",-4.719,"major",0.0998,0.000194,5.51e-06,0.154,0.363,133.327,194427,4,"D major",39,"Nirvana"
"32","6yaiubHHJy8N8QcHy3julo","Nevermind","https://i.scdn.co/image/a8abd663f99a4d15d4b46a2b0c6678ee6ad05274","1991-09-26",1991-09-26,50,"Something In The Way","1UHoHmHWdu0EX557Oqoq2P",0.432,0.194,"G#",-12.927,"major",0.0302,0.745,0.313,0.109,0.0792,105.917,232147,4,"G# major",42,"Nirvana"
"33","6yaiubHHJy8N8QcHy3julo","Nevermind","https://i.scdn.co/image/a8abd663f99a4d15d4b46a2b0c6678ee6ad05274","1991-09-26",1991-09-26,50,"Endless, Nameless","1uGTyfBZkQpyS0wLEAdlvh",0.265,0.959,"G",-5.729,"major",0.14,0.000354,0.866,0.083,0.0642,130.084,403093,4,"G major",32,"Nirvana"
"34","6yaiubHHJy8N8QcHy3julo","Nevermind","https://i.scdn.co/image/a8abd663f99a4d15d4b46a2b0c6678ee6ad05274","1991-09-26",1991-09-26,50,"Even In His Youth - B-Side","2sPgC35My3D4jrpoyTlBpX",0.439,0.969,"G",-4.089,"major",0.0907,7.67e-05,0.00502,0.367,0.324,142.848,182187,4,"G major",32,"Nirvana"
"35","6yaiubHHJy8N8QcHy3julo","Nevermind","https://i.scdn.co/image/a8abd663f99a4d15d4b46a2b0c6678ee6ad05274","1991-09-26",1991-09-26,50,"Aneurysm - B-Side","3o8efKGjIewT6h0kpBv7WA",0.314,0.867,"B",-4.959,"minor",0.103,0.000233,0.726,0.198,0.191,130.818,285613,4,"B minor",38,"Nirvana"
"36","6yaiubHHJy8N8QcHy3julo","Nevermind","https://i.scdn.co/image/a8abd663f99a4d15d4b46a2b0c6678ee6ad05274","1991-09-26",1991-09-26,50,"Curmudgeon - B-Side","53xWWbyhrTIBAdyOzWGmXf",0.266,0.936,"A#",-2.521,"major",0.0863,0.000652,4.2e-06,0.3,0.336,124.76,177133,4,"A# major",29,"Nirvana"
"37","6yaiubHHJy8N8QcHy3julo","Nevermind","https://i.scdn.co/image/a8abd663f99a4d15d4b46a2b0c6678ee6ad05274","1991-09-26",1991-09-26,50,"D-7 - Live At The BBC","4bmY2jXW8ToL019R4NbQlH",0.265,0.926,"F",-5.768,"major",0.12,0.00932,0.698,0.119,0.15,60.525,224133,4,"F major",30,"Nirvana"
"38","6yaiubHHJy8N8QcHy3julo","Nevermind","https://i.scdn.co/image/a8abd663f99a4d15d4b46a2b0c6678ee6ad05274","1991-09-26",1991-09-26,50,"Been A Son - Live At Paramount Theatre B-Side","0hdpvWNIPL5ClPwiv1W01c",0.268,0.97,"G",-5.349,"major",0.187,0.00136,0.119,0.645,0.19,142.713,150067,4,"G major",27,"Nirvana"
"39","6yaiubHHJy8N8QcHy3julo","Nevermind","https://i.scdn.co/image/a8abd663f99a4d15d4b46a2b0c6678ee6ad05274","1991-09-26",1991-09-26,50,"School - Live At Paramount Theatre B-Side","5GM8ChdpJ8vxO8qV3SR57x",0.177,0.988,"A",-5.014,"major",0.211,5.48e-05,0.162,0.883,0.21,165.838,153947,4,"A major",27,"Nirvana"
"40","6yaiubHHJy8N8QcHy3julo","Nevermind","https://i.scdn.co/image/a8abd663f99a4d15d4b46a2b0c6678ee6ad05274","1991-09-26",1991-09-26,50,"Drain You - Live At Paramount Theatre B-Side","1bPEkM3x4UfPi31DiKYHCe",0.435,0.974,"C#",-5.755,"major",0.127,0.000485,0.0713,0.407,0.297,136.296,232253,4,"C# major",27,"Nirvana"
"41","4HACR8HgOYj1HH4vCZ3MVi","In Utero - 20th Anniversary Remaster","https://i.scdn.co/image/13eec8672ba108a205916b68b446c6fce5944d68","1993-09-21",1993-09-21,55,"Serve The Servants","2d0dYVGdxo0NyO90bSReCy",0.435,0.899,"A#",-8.656,"major",0.0402,1.31e-05,0.0219,0.185,0.644,119.682,217173,4,"A# major",51,"Nirvana"
"42","4HACR8HgOYj1HH4vCZ3MVi","In Utero - 20th Anniversary Remaster","https://i.scdn.co/image/13eec8672ba108a205916b68b446c6fce5944d68","1993-09-21",1993-09-21,55,"Scentless Apprentice","3ttzGcgmxvD8iGyb3NEZVr",0.32,0.833,"C#",-8.498,"major",0.0478,1.4e-06,0.123,0.14,0.573,169.226,228053,4,"C# major",49,"Nirvana"
"43","4HACR8HgOYj1HH4vCZ3MVi","In Utero - 20th Anniversary Remaster","https://i.scdn.co/image/13eec8672ba108a205916b68b446c6fce5944d68","1993-09-21",1993-09-21,55,"Heart-Shaped Box","5CsjhePtc1FN7ecxqhzWDm",0.255,0.684,"C#",-10.245,"major",0.067,0.202,0.0289,0.0847,0.271,201.8,281160,4,"C# major",50,"Nirvana"
"44","4HACR8HgOYj1HH4vCZ3MVi","In Utero - 20th Anniversary Remaster","https://i.scdn.co/image/13eec8672ba108a205916b68b446c6fce5944d68","1993-09-21",1993-09-21,55,"Rape Me","68apP5B8WkYd01CWNBlYoQ",0.414,0.74,"G#",-10.514,"major",0.0499,0.0165,0,0.0633,0.237,111.907,170000,4,"G# major",52,"Nirvana"
"45","4HACR8HgOYj1HH4vCZ3MVi","In Utero - 20th Anniversary Remaster","https://i.scdn.co/image/13eec8672ba108a205916b68b446c6fce5944d68","1993-09-21",1993-09-21,55,"Frances Farmer Will Have Her Revenge On Seattle","0pm5j9wrNLj8cTQt6YqyIu",0.481,0.728,"G#",-10.082,"major",0.0431,6.27e-05,0.000474,0.103,0.551,117.065,250013,4,"G# major",50,"Nirvana"
"46","4HACR8HgOYj1HH4vCZ3MVi","In Utero - 20th Anniversary Remaster","https://i.scdn.co/image/13eec8672ba108a205916b68b446c6fce5944d68","1993-09-21",1993-09-21,55,"Dumb","2mPO9sgJxqjLKodFwjwfBP",0.699,0.39,"F#",-13.644,"major",0.0286,0.416,0.794,0.234,0.812,113.6,151893,4,"F# major",49,"Nirvana"
"47","4HACR8HgOYj1HH4vCZ3MVi","In Utero - 20th Anniversary Remaster","https://i.scdn.co/image/13eec8672ba108a205916b68b446c6fce5944d68","1993-09-21",1993-09-21,55,"Very Ape","6dC4Cch4kbTyUhEqC8xQJh",0.273,0.888,"C#",-9.398,"major",0.0348,2.99e-06,0.412,0.167,0.964,151.957,115813,4,"C# major",47,"Nirvana"
"48","4HACR8HgOYj1HH4vCZ3MVi","In Utero - 20th Anniversary Remaster","https://i.scdn.co/image/13eec8672ba108a205916b68b446c6fce5944d68","1993-09-21",1993-09-21,55,"Milk It","465R8WGczUUFuBUnnR8oON",0.468,0.522,"C#",-12.37,"minor",0.0483,0.000554,0.015,0.159,0.471,136.015,234747,4,"C# minor",45,"Nirvana"
"49","4HACR8HgOYj1HH4vCZ3MVi","In Utero - 20th Anniversary Remaster","https://i.scdn.co/image/13eec8672ba108a205916b68b446c6fce5944d68","1993-09-21",1993-09-21,55,"Pennyroyal Tea","3b65pOoOzOnd8W8TxdWaDb",0.428,0.422,"C#",-12.217,"minor",0.0336,0.000505,0.000209,0.254,0.185,113.079,218813,4,"C# minor",51,"Nirvana"
"50","4HACR8HgOYj1HH4vCZ3MVi","In Utero - 20th Anniversary Remaster","https://i.scdn.co/image/13eec8672ba108a205916b68b446c6fce5944d68","1993-09-21",1993-09-21,55,"Radio Friendly Unit Shifter","1AsVSsg3EXFLZUo8sIgNt8",0.331,0.933,"G#",-10.376,"minor",0.0554,0.000392,0.178,0.342,0.737,155.64,291547,4,"G# minor",43,"Nirvana"
"51","4HACR8HgOYj1HH4vCZ3MVi","In Utero - 20th Anniversary Remaster","https://i.scdn.co/image/13eec8672ba108a205916b68b446c6fce5944d68","1993-09-21",1993-09-21,55,"Tourette's","2yB1EXzMYSPX12i6SRDRlo",0.281,0.913,"A#",-11.021,"minor",0.0425,0.00025,0.000135,0.136,0.328,173.375,95387,4,"A# minor",47,"Nirvana"
"52","4HACR8HgOYj1HH4vCZ3MVi","In Utero - 20th Anniversary Remaster","https://i.scdn.co/image/13eec8672ba108a205916b68b446c6fce5944d68","1993-09-21",1993-09-21,55,"All Apologies","5sWMEcMemPH3Bc8hxeivIi",0.445,0.627,"C#",-12.185,"major",0.0351,0.0881,0.000195,0.0896,0.332,113.151,233173,4,"C# major",57,"Nirvana"
"53","5pbjLidJuoty9QUOy6X682","MTV Unplugged In New York","https://i.scdn.co/image/284517eb5d2e44727488b2b28b884089b8d48f99","1994-11-01",1994-11-01,65,"About A Girl","2a8pQLSuhloP8ywoy5Or5i",0.614,0.768,"D#",-9.169,"minor",0.0756,0.152,2.02e-05,0.873,0.613,121.009,217199,4,"D# minor",62,"Nirvana"
"54","5pbjLidJuoty9QUOy6X682","MTV Unplugged In New York","https://i.scdn.co/image/284517eb5d2e44727488b2b28b884089b8d48f99","1994-11-01",1994-11-01,65,"Come As You Are","4yzgjSHWy5E8fKflgwaKQh",0.684,0.79,"F",-8.714,"minor",0.0416,0.532,0.00183,0.0846,0.581,119.196,253893,4,"F minor",58,"Nirvana"
"55","5pbjLidJuoty9QUOy6X682","MTV Unplugged In New York","https://i.scdn.co/image/284517eb5d2e44727488b2b28b884089b8d48f99","1994-11-01",1994-11-01,65,"Jesus Doesn't Want Me For A Sunbeam","4UnbdQoTvXhiKpPCBgW8Tn",0.502,0.624,"G#",-10.318,"major",0.0679,0.0653,2.95e-06,0.263,0.316,113.091,277293,4,"G# major",54,"Nirvana"
"56","5pbjLidJuoty9QUOy6X682","MTV Unplugged In New York","https://i.scdn.co/image/284517eb5d2e44727488b2b28b884089b8d48f99","1994-11-01",1994-11-01,65,"The Man Who Sold The World","48psxWnIVYCPUZJKiuDiEf",0.468,0.773,"C#",-8.93,"minor",0.0942,0.432,0.000132,0.275,0.4,114.773,260947,4,"C# minor",67,"Nirvana"
"57","5pbjLidJuoty9QUOy6X682","MTV Unplugged In New York","https://i.scdn.co/image/284517eb5d2e44727488b2b28b884089b8d48f99","1994-11-01",1994-11-01,65,"Pennyroyal Tea","2f3pT7xCMaNUL3jWNZDSto",0.505,0.457,"C#",-8.036,"minor",0.0327,0.322,1.02e-06,0.11,0.0393,113.185,220543,4,"C# minor",53,"Nirvana"
"58","5pbjLidJuoty9QUOy6X682","MTV Unplugged In New York","https://i.scdn.co/image/284517eb5d2e44727488b2b28b884089b8d48f99","1994-11-01",1994-11-01,65,"Dumb","6OaCwySGYg30ncfsjKNbtM",0.691,0.539,"F#",-9.116,"major",0.0363,0.58,0.000545,0.868,0.681,109.432,172973,4,"F# major",53,"Nirvana"
"59","5pbjLidJuoty9QUOy6X682","MTV Unplugged In New York","https://i.scdn.co/image/284517eb5d2e44727488b2b28b884089b8d48f99","1994-11-01",1994-11-01,65,"Polly","7AUwhTIuxBn7Os76FPoIz7",0.615,0.388,"B",-11.997,"major",0.0365,0.653,0.000119,0.908,0.429,115.048,196394,4,"B major",55,"Nirvana"
"60","5pbjLidJuoty9QUOy6X682","MTV Unplugged In New York","https://i.scdn.co/image/284517eb5d2e44727488b2b28b884089b8d48f99","1994-11-01",1994-11-01,65,"On A Plain","6QHIhlLTb02tvEPtZZtXXw",0.708,0.793,"C#",-8.712,"major",0.0406,0.447,0,0.423,0.637,117.951,224800,4,"C# major",52,"Nirvana"
"61","5pbjLidJuoty9QUOy6X682","MTV Unplugged In New York","https://i.scdn.co/image/284517eb5d2e44727488b2b28b884089b8d48f99","1994-11-01",1994-11-01,65,"Something In The Way","53rVYwGiKUC3gYX8SQQYYU",0.48,0.347,"C#",-13.379,"major",0.0523,0.642,0.000464,0.114,0.103,106.084,241533,4,"C# major",54,"Nirvana"
"62","5pbjLidJuoty9QUOy6X682","MTV Unplugged In New York","https://i.scdn.co/image/284517eb5d2e44727488b2b28b884089b8d48f99","1994-11-01",1994-11-01,65,"Plateau","5zYoaHjRlIEAK2jJJzHkmO",0.466,0.488,"C#",-12.636,"minor",0.0638,0.47,3.67e-05,0.609,0.263,84.654,218067,4,"C# minor",54,"Nirvana"
"63","5pbjLidJuoty9QUOy6X682","MTV Unplugged In New York","https://i.scdn.co/image/284517eb5d2e44727488b2b28b884089b8d48f99","1994-11-01",1994-11-01,65,"Oh Me","4L0CZr4WM32ymqvAsUoeeS",0.536,0.529,"G#",-13.241,"major",0.0923,0.716,0.0172,0.267,0.261,72.147,206200,4,"G# major",54,"Nirvana"
"64","5pbjLidJuoty9QUOy6X682","MTV Unplugged In New York","https://i.scdn.co/image/284517eb5d2e44727488b2b28b884089b8d48f99","1994-11-01",1994-11-01,65,"Lake Of Fire","3aKJVWH2QOsaMtiCLxYHZX",0.561,0.616,"C#",-9.69,"minor",0.195,0.318,4.47e-05,0.405,0.683,145.249,175907,4,"C# minor",60,"Nirvana"
"65","5pbjLidJuoty9QUOy6X682","MTV Unplugged In New York","https://i.scdn.co/image/284517eb5d2e44727488b2b28b884089b8d48f99","1994-11-01",1994-11-01,65,"All Apologies","2S4lAby9LtHrSS8l5kyHO9",0.616,0.58,"C#",-10.965,"major",0.0714,0.479,3.4e-05,0.118,0.376,108.969,263293,4,"C# major",56,"Nirvana"
"66","5pbjLidJuoty9QUOy6X682","MTV Unplugged In New York","https://i.scdn.co/image/284517eb5d2e44727488b2b28b884089b8d48f99","1994-11-01",1994-11-01,65,"Where Did You Sleep Last Night","6HJujxcjMmVZhd8z5EpPri",0.559,0.565,"D#",-8.534,"major",0.0498,0.668,0.000315,0.272,0.344,108.241,308307,3,"D# major",65,"Nirvana"
"67","26paS1Rzj1L0d3Zr1WBTIj","From The Muddy Banks Of The Wishkah","https://i.scdn.co/image/00dad7b62ef68ba40a47fd44c48a693bb58ece8e","1996-01-01",1996-01-01,41,"Intro - Live","4iXJS5y9qpVWmnrI8LcnLC",0.388,0.477,"A",-10.012,"minor",0.0885,0.505,0.00232,0.476,0.593,126.988,52093,4,"A minor",29,"Nirvana"
"68","26paS1Rzj1L0d3Zr1WBTIj","From The Muddy Banks Of The Wishkah","https://i.scdn.co/image/00dad7b62ef68ba40a47fd44c48a693bb58ece8e","1996-01-01",1996-01-01,41,"School - Live","0Pkk9VRrM7G2GoIljiaFXi",0.133,0.973,"E",-5.851,"minor",0.0875,0.00434,6.83e-05,0.698,0.312,172.443,160267,4,"E minor",31,"Nirvana"
"69","26paS1Rzj1L0d3Zr1WBTIj","From The Muddy Banks Of The Wishkah","https://i.scdn.co/image/00dad7b62ef68ba40a47fd44c48a693bb58ece8e","1996-01-01",1996-01-01,41,"Drain You - Live","7Bk7Xtsc7NIdfDADHtIfiR",0.408,0.959,"C#",-5.614,"major",0.138,0.00606,0.0305,0.618,0.192,135.64,214907,4,"C# major",33,"Nirvana"
"70","26paS1Rzj1L0d3Zr1WBTIj","From The Muddy Banks Of The Wishkah","https://i.scdn.co/image/00dad7b62ef68ba40a47fd44c48a693bb58ece8e","1996-01-01",1996-01-01,41,"Aneurysm - Live","1yV7aE2ddW0VYNdT4qkZ86",0.209,0.971,"E",-4.656,"minor",0.196,0.00154,0.035,0.964,0.077,137.944,271627,4,"E minor",35,"Nirvana"
"71","26paS1Rzj1L0d3Zr1WBTIj","From The Muddy Banks Of The Wishkah","https://i.scdn.co/image/00dad7b62ef68ba40a47fd44c48a693bb58ece8e","1996-01-01",1996-01-01,41,"Smells Like Teen Spirit - Live","6mpyO7bJaCrHzE0iQEtZiN",0.401,0.951,"C#",-6.523,"major",0.149,0.000362,0.00212,0.856,0.353,126.265,287067,4,"C# major",36,"Nirvana"
"72","26paS1Rzj1L0d3Zr1WBTIj","From The Muddy Banks Of The Wishkah","https://i.scdn.co/image/00dad7b62ef68ba40a47fd44c48a693bb58ece8e","1996-01-01",1996-01-01,41,"Been A Son - Live In Amsterdam, Holland / 1991","7DR3XpocgR9PEo4jUcOGc5",0.222,0.971,"E",-4.176,"minor",0.0792,0.000563,0.158,0.873,0.319,148.364,127307,4,"E minor",29,"Nirvana"
