"","album_uri","album_name","album_img","album_release_date","album_release_year","album_popularity","track_name","track_uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","key_mode","track_popularity","band"
"325","7AOWw68DEPnDmTpquZw8bG","Riot Act","https://i.scdn.co/image/ef2d621c1ca876e1b9ad2b76dd64c3e6ea225b78","2002-11-11",2002-11-11,50,"Cropduster","55LCdeXqozDZa2PClAERJn",0.501,0.894,"G",-5.574,"major",0.0452,0.00152,0.000166,0.11,0.538,124.486,231800,4,"G major",36,"Pearl Jam"
"326","7AOWw68DEPnDmTpquZw8bG","Riot Act","https://i.scdn.co/image/ef2d621c1ca876e1b9ad2b76dd64c3e6ea225b78","2002-11-11",2002-11-11,50,"Ghost","4gWzDHJjOjtlZMqjRHAbAj",0.42,0.892,"B",-5.756,"minor",0.0386,0.00406,3.58e-05,0.386,0.398,143.724,194293,4,"B minor",36,"Pearl Jam"
"327","7AOWw68DEPnDmTpquZw8bG","Riot Act","https://i.scdn.co/image/ef2d621c1ca876e1b9ad2b76dd64c3e6ea225b78","2002-11-11",2002-11-11,50,"I Am Mine","79pY2Z5eFvXMt9bSdHLrnA",0.323,0.728,"G",-5.416,"major",0.0321,0.00394,0.000447,0.102,0.489,161.586,215333,3,"G major",57,"Pearl Jam"
"328","7AOWw68DEPnDmTpquZw8bG","Riot Act","https://i.scdn.co/image/ef2d621c1ca876e1b9ad2b76dd64c3e6ea225b78","2002-11-11",2002-11-11,50,"Thumbing My Way","42JkURlKrerwh2JdlwEkg4",0.611,0.455,"D",-10.68,"major",0.0296,0.529,0.00208,0.106,0.256,115.592,248160,4,"D major",48,"Pearl Jam"
"329","7AOWw68DEPnDmTpquZw8bG","Riot Act","https://i.scdn.co/image/ef2d621c1ca876e1b9ad2b76dd64c3e6ea225b78","2002-11-11",2002-11-11,50,"You Are","7Hd4BJFPRYnF8FRyVhrXJr",0.609,0.601,"G#",-8.428,"major",0.0256,0.067,0.285,0.107,0.399,94.884,268693,4,"G# major",39,"Pearl Jam"
"330","7AOWw68DEPnDmTpquZw8bG","Riot Act","https://i.scdn.co/image/ef2d621c1ca876e1b9ad2b76dd64c3e6ea225b78","2002-11-11",2002-11-11,50,"Get Right","5QLZlfPmgwIlubYuOh1ZWf",0.443,0.974,"A",-4.629,"minor",0.0504,0.00108,1.2e-06,0.155,0.778,148.909,158507,4,"A minor",35,"Pearl Jam"
"331","7AOWw68DEPnDmTpquZw8bG","Riot Act","https://i.scdn.co/image/ef2d621c1ca876e1b9ad2b76dd64c3e6ea225b78","2002-11-11",2002-11-11,50,"Green Disease","4Yp5xUxJWRJrg8MFK3CeEv",0.387,0.949,"A",-4.202,"major",0.0723,0.00495,0.000155,0.158,0.533,174.037,161160,4,"A major",36,"Pearl Jam"
"332","7AOWw68DEPnDmTpquZw8bG","Riot Act","https://i.scdn.co/image/ef2d621c1ca876e1b9ad2b76dd64c3e6ea225b78","2002-11-11",2002-11-11,50,"Help Help","07FbAbLMzbiuuzUpZq1wcY",0.202,0.658,"F",-6.931,"major",0.0432,0.0114,0.397,0.161,0.363,179.465,214773,4,"F major",34,"Pearl Jam"
"333","7AOWw68DEPnDmTpquZw8bG","Riot Act","https://i.scdn.co/image/ef2d621c1ca876e1b9ad2b76dd64c3e6ea225b78","2002-11-11",2002-11-11,50,"Bu$hleaguer","2boUi6EKNxQwn1uFwn3LVP",0.588,0.571,"C#",-9.121,"minor",0.024,0.0587,0.292,0.158,0.423,101.434,237400,4,"C# minor",35,"Pearl Jam"
"334","7AOWw68DEPnDmTpquZw8bG","Riot Act","https://i.scdn.co/image/ef2d621c1ca876e1b9ad2b76dd64c3e6ea225b78","2002-11-11",2002-11-11,50,"1/2 Full","2Iqf4Ee2zr1LOi7Osz4Gtc",0.191,0.928,"A",-4.905,"minor",0.0916,0.000569,7.43e-05,0.0813,0.265,151.592,250907,4,"A minor",35,"Pearl Jam"
"335","7AOWw68DEPnDmTpquZw8bG","Riot Act","https://i.scdn.co/image/ef2d621c1ca876e1b9ad2b76dd64c3e6ea225b78","2002-11-11",2002-11-11,50,"Arc","4xWWXa5myxGjPKsQw8QKcx",0.132,0.258,"F",-7.578,"major",0.0359,0.319,0.496,0.277,0.212,81.636,65227,1,"F major",33,"Pearl Jam"
"336","7AOWw68DEPnDmTpquZw8bG","Riot Act","https://i.scdn.co/image/ef2d621c1ca876e1b9ad2b76dd64c3e6ea225b78","2002-11-11",2002-11-11,50,"All or None","4o7SYOv7mNJAPe0tsxgbHc",0.455,0.419,"G#",-8.853,"minor",0.026,0.0758,0.396,0.0552,0.426,97.353,277573,3,"G# minor",38,"Pearl Jam"
"337","1cJEPzLBLME22ZUra16HT2","Pearl Jam (2017 Mix)","https://i.scdn.co/image/cd82c5cea34df662f00d88af6dffbd49e1413bfb","2006",2006-01-01,36,"Life Wasted - Brendan O'Brien Mix","0cujsuo8M0ZMShWjNvgohI",0.375,0.972,"E",-2.447,"major",0.0799,0.000456,0,0.294,0.497,142.256,232187,4,"E major",32,"Pearl Jam"
"338","1cJEPzLBLME22ZUra16HT2","Pearl Jam (2017 Mix)","https://i.scdn.co/image/cd82c5cea34df662f00d88af6dffbd49e1413bfb","2006",2006-01-01,36,"World Wide Suicide - Brendan O'Brien Mix","42lAbxpWEFQHPik42LPVR1",0.416,0.973,"G",-4.281,"major",0.0863,1.07e-05,0.000136,0.232,0.463,147.206,207080,4,"G major",32,"Pearl Jam"
"339","1cJEPzLBLME22ZUra16HT2","Pearl Jam (2017 Mix)","https://i.scdn.co/image/cd82c5cea34df662f00d88af6dffbd49e1413bfb","2006",2006-01-01,36,"Comatose - Brendan O'Brien Mix","6rU8qBnzCn7J6nrzTuVTWx",0.205,0.985,"A",-2.86,"major",0.155,0.00107,0,0.0953,0.203,197.227,139587,4,"A major",31,"Pearl Jam"
"340","1cJEPzLBLME22ZUra16HT2","Pearl Jam (2017 Mix)","https://i.scdn.co/image/cd82c5cea34df662f00d88af6dffbd49e1413bfb","2006",2006-01-01,36,"Severed Hand - Brendan O'Brien Mix","3uYqF6kfNoWpyViwVAW7Op",0.342,0.96,"C",-4.525,"major",0.0953,5.55e-05,0.000471,0.388,0.206,123.854,267280,4,"C major",31,"Pearl Jam"
"341","1cJEPzLBLME22ZUra16HT2","Pearl Jam (2017 Mix)","https://i.scdn.co/image/cd82c5cea34df662f00d88af6dffbd49e1413bfb","2006",2006-01-01,36,"Marker In the Sand - Brendan O'Brien Mix","0sVaPVh6OQv7KqaCQz8W4U",0.307,0.95,"A#",-4.185,"major",0.0527,0.00235,6.68e-06,0.233,0.558,173.419,261267,4,"A# major",30,"Pearl Jam"
"342","1cJEPzLBLME22ZUra16HT2","Pearl Jam (2017 Mix)","https://i.scdn.co/image/cd82c5cea34df662f00d88af6dffbd49e1413bfb","2006",2006-01-01,36,"Parachutes - Brendan O'Brien Mix","7hDtNOPKrw4OjprCHkEBXZ",0.547,0.666,"G",-5.439,"major",0.0255,0.314,0,0.0833,0.588,156.335,215000,4,"G major",30,"Pearl Jam"
"343","1cJEPzLBLME22ZUra16HT2","Pearl Jam (2017 Mix)","https://i.scdn.co/image/cd82c5cea34df662f00d88af6dffbd49e1413bfb","2006",2006-01-01,36,"Unemployable - Brendan O'Brien Mix","5pIya7TOJH4fMbR0SEatlu",0.483,0.939,"A",-2.894,"major",0.0457,1.58e-05,4.61e-06,0.179,0.658,124.388,183307,4,"A major",30,"Pearl Jam"
"344","1cJEPzLBLME22ZUra16HT2","Pearl Jam (2017 Mix)","https://i.scdn.co/image/cd82c5cea34df662f00d88af6dffbd49e1413bfb","2006",2006-01-01,36,"Big Wave - Brendan O'Brien Mix","0TABj1OCQRqGP1WcuIILDM",0.376,0.969,"A#",-2.804,"major",0.103,0.000169,8.42e-05,0.154,0.469,153.567,176067,4,"A# major",30,"Pearl Jam"
"345","1cJEPzLBLME22ZUra16HT2","Pearl Jam (2017 Mix)","https://i.scdn.co/image/cd82c5cea34df662f00d88af6dffbd49e1413bfb","2006",2006-01-01,36,"Gone - Brendan O'Brien Mix","3npDDgW4iYtHbJKYCYf604",0.292,0.683,"D",-4.729,"major",0.0287,0.00514,1.11e-05,0.076,0.137,106.815,247560,4,"D major",30,"Pearl Jam"
"346","1cJEPzLBLME22ZUra16HT2","Pearl Jam (2017 Mix)","https://i.scdn.co/image/cd82c5cea34df662f00d88af6dffbd49e1413bfb","2006",2006-01-01,36,"Wasted Reprise - Brendan O'Brien Mix","7lDacu5ad4NQ3U47uxf8pi",0.339,0.274,"A#",-10.671,"major",0.0298,0.748,0.000576,0.136,0.0908,51.911,52227,3,"A# major",29,"Pearl Jam"
"347","1cJEPzLBLME22ZUra16HT2","Pearl Jam (2017 Mix)","https://i.scdn.co/image/cd82c5cea34df662f00d88af6dffbd49e1413bfb","2006",2006-01-01,36,"Army Reserve - Brendan O'Brien Mix","1VMJU5ywSQ3b1nCWORvRrd",0.446,0.919,"B",-5.327,"minor",0.046,2.03e-05,2.05e-05,0.377,0.445,89.778,222267,4,"B minor",30,"Pearl Jam"
"348","1cJEPzLBLME22ZUra16HT2","Pearl Jam (2017 Mix)","https://i.scdn.co/image/cd82c5cea34df662f00d88af6dffbd49e1413bfb","2006",2006-01-01,36,"Come Back - Brendan O'Brien Mix","3FNJB0bbh3arAZ5R71vZji",0.334,0.515,"F",-4.582,"major",0.0279,0.0203,5.49e-05,0.145,0.361,166.909,325613,3,"F major",31,"Pearl Jam"
"349","1cJEPzLBLME22ZUra16HT2","Pearl Jam (2017 Mix)","https://i.scdn.co/image/cd82c5cea34df662f00d88af6dffbd49e1413bfb","2006",2006-01-01,36,"Inside Job - Brendan O'Brien Mix","3hZTnQjFdpjWy6mOH5L2kS",0.286,0.576,"E",-5.748,"minor",0.0391,0.103,0.00119,0.431,0.0645,108.661,428560,4,"E minor",30,"Pearl Jam"
"350","5PY2mZGCOMezmWH7hiCwFH","Pearl Jam","https://i.scdn.co/image/cd82c5cea34df662f00d88af6dffbd49e1413bfb","2006-05-02",2006-05-02,53,"Life Wasted","4E938GnJH2e4dtImtRpjpX",0.386,0.958,"E",-4.297,"major",0.0645,0.00134,1.18e-06,0.321,0.497,141.965,232000,4,"E major",51,"Pearl Jam"
"351","5PY2mZGCOMezmWH7hiCwFH","Pearl Jam","https://i.scdn.co/image/cd82c5cea34df662f00d88af6dffbd49e1413bfb","2006-05-02",2006-05-02,53,"World Wide Suicide","4mWYx9wadNBVrgcTRzHSkB",0.474,0.959,"G",-3.865,"major",0.0748,0.000272,0,0.282,0.721,147.007,207347,4,"G major",51,"Pearl Jam"
"352","5PY2mZGCOMezmWH7hiCwFH","Pearl Jam","https://i.scdn.co/image/cd82c5cea34df662f00d88af6dffbd49e1413bfb","2006-05-02",2006-05-02,53,"Comatose","6CRQbrPwC2DoKkJYBuQ9pz",0.226,0.966,"A",-2.754,"major",0.0834,0.0067,8.58e-05,0.0944,0.221,197.007,139907,4,"A major",41,"Pearl Jam"
"353","5PY2mZGCOMezmWH7hiCwFH","Pearl Jam","https://i.scdn.co/image/cd82c5cea34df662f00d88af6dffbd49e1413bfb","2006-05-02",2006-05-02,53,"Severed Hand","1nyJhMZxIRmYWWOPu76rVx",0.318,0.974,"F",-5.147,"major",0.107,5.64e-05,0.0144,0.467,0.141,123.438,267653,4,"F major",40,"Pearl Jam"
"354","5PY2mZGCOMezmWH7hiCwFH","Pearl Jam","https://i.scdn.co/image/cd82c5cea34df662f00d88af6dffbd49e1413bfb","2006-05-02",2006-05-02,53,"Marker In The Sand","5yMTdC1aFsDPt1ZjBXU9lR",0.3,0.932,"A#",-4.398,"major",0.0465,0.0119,2.14e-06,0.138,0.786,173.262,261627,4,"A# major",40,"Pearl Jam"
"355","5PY2mZGCOMezmWH7hiCwFH","Pearl Jam","https://i.scdn.co/image/cd82c5cea34df662f00d88af6dffbd49e1413bfb","2006-05-02",2006-05-02,53,"Parachutes","5r7aERh906qlhm9bapUkmz",0.534,0.575,"G",-6.427,"major",0.0266,0.533,0,0.0824,0.531,156.234,215320,4,"G major",51,"Pearl Jam"
"356","5PY2mZGCOMezmWH7hiCwFH","Pearl Jam","https://i.scdn.co/image/cd82c5cea34df662f00d88af6dffbd49e1413bfb","2006-05-02",2006-05-02,53,"Unemployable","44A2TguanyIH5yGVdYjAYP",0.509,0.86,"A",-4.883,"major",0.0416,0.0111,0,0.125,0.641,124.24,183547,4,"A major",40,"Pearl Jam"
"357","5PY2mZGCOMezmWH7hiCwFH","Pearl Jam","https://i.scdn.co/image/cd82c5cea34df662f00d88af6dffbd49e1413bfb","2006-05-02",2006-05-02,53,"Big Wave","4hW2LI0YiTcd4PywnqH89A",0.346,0.947,"A#",-3.561,"major",0.0744,0.005,5.54e-06,0.346,0.562,153.358,176333,4,"A# major",40,"Pearl Jam"
"358","5PY2mZGCOMezmWH7hiCwFH","Pearl Jam","https://i.scdn.co/image/cd82c5cea34df662f00d88af6dffbd49e1413bfb","2006-05-02",2006-05-02,53,"Gone","5JSfrkLVMTNcr4qC3jPTup",0.28,0.65,"D",-5.543,"major",0.0319,0.166,0,0.101,0.173,109.857,247920,4,"D major",42,"Pearl Jam"
"359","5PY2mZGCOMezmWH7hiCwFH","Pearl Jam","https://i.scdn.co/image/cd82c5cea34df662f00d88af6dffbd49e1413bfb","2006-05-02",2006-05-02,53,"Wasted Reprise","19hDHreOgooLfOz9WXp5Z4",0.233,0.214,"A#",-12.499,"major",0.0348,0.893,0.0173,0.0856,0.104,127.892,52227,5,"A# major",38,"Pearl Jam"
"360","5PY2mZGCOMezmWH7hiCwFH","Pearl Jam","https://i.scdn.co/image/cd82c5cea34df662f00d88af6dffbd49e1413bfb","2006-05-02",2006-05-02,53,"Army Reserve","1m83O2gho4H9SdQMGFznbg",0.297,0.966,"B",-4.565,"minor",0.0919,0.00503,0.000148,0.854,0.589,178.885,222547,4,"B minor",40,"Pearl Jam"
"361","5PY2mZGCOMezmWH7hiCwFH","Pearl Jam","https://i.scdn.co/image/cd82c5cea34df662f00d88af6dffbd49e1413bfb","2006-05-02",2006-05-02,53,"Come Back","0sHdUji2tWxiRDfShSWHUN",0.296,0.563,"F",-5.58,"major",0.029,0.0936,5.93e-05,0.116,0.267,167.412,326040,3,"F major",56,"Pearl Jam"
"362","5PY2mZGCOMezmWH7hiCwFH","Pearl Jam","https://i.scdn.co/image/cd82c5cea34df662f00d88af6dffbd49e1413bfb","2006-05-02",2006-05-02,53,"Inside Job","73XSeP4sfxvHBl7eNsOHtj",0.283,0.487,"E",-7.979,"minor",0.0397,0.329,0.0101,0.205,0.0739,109.685,428560,4,"E minor",50,"Pearl Jam"
"363","0Zs8psYQAFYXklESrL4UsV","Backspacer (Japanese Version)","https://i.scdn.co/image/892431f169fc465814053353dd170ccee72af5b5","2009-01-01",2009-01-01,9,"Gonna See My Friend","7qhgIDmBk8GhY7VYObWous",0.464,0.967,"A",-4.233,"major",0.0507,1.69e-05,0.000677,0.071,0.855,150.038,168293,4,"A major",4,"Pearl Jam"
"364","0Zs8psYQAFYXklESrL4UsV","Backspacer (Japanese Version)","https://i.scdn.co/image/892431f169fc465814053353dd170ccee72af5b5","2009-01-01",2009-01-01,9,"Got Some","4fRBgRGpIfCfuIHLWSBK4h",0.464,0.905,"C",-5.38,"major",0.0694,0.000179,3.2e-06,0.212,0.565,164.252,182533,4,"C major",3,"Pearl Jam"
"365","0Zs8psYQAFYXklESrL4UsV","Backspacer (Japanese Version)","https://i.scdn.co/image/892431f169fc465814053353dd170ccee72af5b5","2009-01-01",2009-01-01,9,"The Fixer","0JxuuJB6dPR2s0KL0su5F0",0.515,0.934,"B",-5.079,"minor",0.0371,7.94e-05,0.0047,0.327,0.894,152.24,177560,3,"B minor",9,"Pearl Jam"
"366","0Zs8psYQAFYXklESrL4UsV","Backspacer (Japanese Version)","https://i.scdn.co/image/892431f169fc465814053353dd170ccee72af5b5","2009-01-01",2009-01-01,9,"Johnny Guitar","3xeoIuSy2YTetIWnXVTQgY",0.549,0.921,"D",-5.637,"major",0.041,0.000113,1.15e-05,0.0511,0.825,144.019,170573,4,"D major",3,"Pearl Jam"
"367","0Zs8psYQAFYXklESrL4UsV","Backspacer (Japanese Version)","https://i.scdn.co/image/892431f169fc465814053353dd170ccee72af5b5","2009-01-01",2009-01-01,9,"Just Breathe","3IsWNivZZHYURT2kTIvBDU",0.473,0.348,"C",-11.1,"major",0.0288,0.721,7.42e-05,0.0823,0.283,107.819,215853,4,"C major",13,"Pearl Jam"
"368","0Zs8psYQAFYXklESrL4UsV","Backspacer (Japanese Version)","https://i.scdn.co/image/892431f169fc465814053353dd170ccee72af5b5","2009-01-01",2009-01-01,9,"Amongst The Waves","3swnQCQqUUmuioKkFzp836",0.558,0.747,"A",-6.07,"major",0.0319,0.00371,0,0.142,0.558,127.102,238880,4,"A major",5,"Pearl Jam"
"369","0Zs8psYQAFYXklESrL4UsV","Backspacer (Japanese Version)","https://i.scdn.co/image/892431f169fc465814053353dd170ccee72af5b5","2009-01-01",2009-01-01,9,"Unthought Known","4VBN3grcpeycK5m6I7jPN8",0.611,0.567,"C",-6.665,"major",0.0311,0.00255,7.1e-06,0.0996,0.689,118.777,248667,4,"C major",4,"Pearl Jam"
"370","0Zs8psYQAFYXklESrL4UsV","Backspacer (Japanese Version)","https://i.scdn.co/image/892431f169fc465814053353dd170ccee72af5b5","2009-01-01",2009-01-01,9,"Supersonic","4hWKjprJ1YqGz33BzycbeI",0.386,0.96,"B",-4.746,"major",0.0496,3.06e-05,0.00145,0.243,0.809,169,160027,4,"B major",3,"Pearl Jam"
"371","0Zs8psYQAFYXklESrL4UsV","Backspacer (Japanese Version)","https://i.scdn.co/image/892431f169fc465814053353dd170ccee72af5b5","2009-01-01",2009-01-01,9,"Speed Of Sound","4jsuUeqAIRBC4tKYInqSnK",0.464,0.723,"C",-5.479,"major",0.0314,0.0528,3.1e-06,0.0848,0.363,136.645,214040,3,"C major",3,"Pearl Jam"
"372","0Zs8psYQAFYXklESrL4UsV","Backspacer (Japanese Version)","https://i.scdn.co/image/892431f169fc465814053353dd170ccee72af5b5","2009-01-01",2009-01-01,9,"Force Of Nature","4uSJr2HFdqRkdJx1JWgZOd",0.616,0.8,"B",-4.511,"minor",0.031,0.000144,1.1e-06,0.0812,0.782,125.111,244560,4,"B minor",3,"Pearl Jam"
"373","0Zs8psYQAFYXklESrL4UsV","Backspacer (Japanese Version)","https://i.scdn.co/image/892431f169fc465814053353dd170ccee72af5b5","2009-01-01",2009-01-01,9,"The End","5pPs18xCTB8G9SgbsSdRX5",0.587,0.252,"F#",-10.071,"major",0.0358,0.842,0,0.0946,0.332,117.296,177400,4,"F# major",5,"Pearl Jam"
"374","7t9f6jrmK6K7CDpVKyTaAk","Lightning Bolt","https://i.scdn.co/image/a3d1ccd6c9ef4e9d12b8ef79a7e04b536513e062","2013-01-01",2013-01-01,54,"Getaway","5w0GnjuUqtoyQYH0pa3HuM",0.564,0.93,"C",-5.128,"major",0.0523,0.000404,0,0.279,0.794,131.134,206893,4,"C major",51,"Pearl Jam"
"375","7t9f6jrmK6K7CDpVKyTaAk","Lightning Bolt","https://i.scdn.co/image/a3d1ccd6c9ef4e9d12b8ef79a7e04b536513e062","2013-01-01",2013-01-01,54,"Mind Your Manners","54u01HJsbqxpi2TcbGosW5",0.562,0.904,"G",-5.429,"major",0.0525,9.85e-05,0.000745,0.198,0.888,128,158240,4,"G major",49,"Pearl Jam"
"376","7t9f6jrmK6K7CDpVKyTaAk","Lightning Bolt","https://i.scdn.co/image/a3d1ccd6c9ef4e9d12b8ef79a7e04b536513e062","2013-01-01",2013-01-01,54,"My Father’s Son","5ETyPMjNT4EA3kOBaqnE6r",0.427,0.902,"G",-5.631,"major",0.0544,0.00456,1.76e-06,0.272,0.634,180.798,185160,4,"G major",42,"Pearl Jam"
"377","7t9f6jrmK6K7CDpVKyTaAk","Lightning Bolt","https://i.scdn.co/image/a3d1ccd6c9ef4e9d12b8ef79a7e04b536513e062","2013-01-01",2013-01-01,54,"Sirens","3HPfwpfUtcdyJPvlLtXtNg",0.525,0.846,"D#",-5.893,"major",0.0281,0.00289,1.45e-05,0.142,0.507,155.028,340320,4,"D# major",60,"Pearl Jam"
"378","7t9f6jrmK6K7CDpVKyTaAk","Lightning Bolt","https://i.scdn.co/image/a3d1ccd6c9ef4e9d12b8ef79a7e04b536513e062","2013-01-01",2013-01-01,54,"Lightning Bolt","7wOlGqDSHreqw8gNNjZlE3",0.481,0.888,"A",-6.194,"major",0.0308,0.00162,3.82e-05,0.16,0.816,151.024,253427,4,"A major",50,"Pearl Jam"
"379","7t9f6jrmK6K7CDpVKyTaAk","Lightning Bolt","https://i.scdn.co/image/a3d1ccd6c9ef4e9d12b8ef79a7e04b536513e062","2013-01-01",2013-01-01,54,"Infallible","6BaVlhD1jx0iQzJ7GqEJ17",0.516,0.783,"C#",-6.285,"major",0.0276,0.00877,2.12e-06,0.104,0.61,152.004,320280,4,"C# major",43,"Pearl Jam"
"380","7t9f6jrmK6K7CDpVKyTaAk","Lightning Bolt","https://i.scdn.co/image/a3d1ccd6c9ef4e9d12b8ef79a7e04b536513e062","2013-01-01",2013-01-01,54,"Pendulum","2jPdJtdfq6jFVXWR2nsFQY",0.654,0.586,"A",-10.968,"minor",0.0298,0.602,0.229,0.0878,0.299,107.092,221693,4,"A minor",49,"Pearl Jam"
"381","7t9f6jrmK6K7CDpVKyTaAk","Lightning Bolt","https://i.scdn.co/image/a3d1ccd6c9ef4e9d12b8ef79a7e04b536513e062","2013-01-01",2013-01-01,54,"Swallowed Whole","4UqnJPMR50B2LVjN9SsPCN",0.46,0.873,"G",-5.777,"major",0.0307,0.00496,0,0.454,0.655,139.473,231893,4,"G major",42,"Pearl Jam"
"382","7t9f6jrmK6K7CDpVKyTaAk","Lightning Bolt","https://i.scdn.co/image/a3d1ccd6c9ef4e9d12b8ef79a7e04b536513e062","2013-01-01",2013-01-01,54,"Let The Records Play","5OuhNXXQRGX318RK0zw5A1",0.495,0.885,"A#",-5.658,"major",0.0563,0.0161,1.67e-06,0.356,0.617,140.02,225253,4,"A# major",40,"Pearl Jam"
"383","7t9f6jrmK6K7CDpVKyTaAk","Lightning Bolt","https://i.scdn.co/image/a3d1ccd6c9ef4e9d12b8ef79a7e04b536513e062","2013-01-01",2013-01-01,54,"Sleeping By Myself","7yQwMfukSarej5MQLJ2Ico",0.592,0.676,"G",-7.565,"major",0.0282,0.0203,0,0.215,0.605,101.954,181947,4,"G major",43,"Pearl Jam"
"384","7t9f6jrmK6K7CDpVKyTaAk","Lightning Bolt","https://i.scdn.co/image/a3d1ccd6c9ef4e9d12b8ef79a7e04b536513e062","2013-01-01",2013-01-01,54,"Yellow Moon","32pKBn6G1lSdS7MF0Sfyyc",0.429,0.641,"D#",-7.909,"major",0.0298,0.0192,0.00124,0.119,0.323,151.972,230480,3,"D# major",42,"Pearl Jam"
"385","7t9f6jrmK6K7CDpVKyTaAk","Lightning Bolt","https://i.scdn.co/image/a3d1ccd6c9ef4e9d12b8ef79a7e04b536513e062","2013-01-01",2013-01-01,54,"Future Days","3l2EpjN1MEGNWeUYOkraQB",0.543,0.273,"C#",-12.429,"major",0.0279,0.392,0,0.0606,0.181,107.162,262893,4,"C# major",51,"Pearl Jam"
"386","5p58xqouYCtDpKCmdISXvT","Lets Play Two (Live / Original Motion Picture Soundtrack)","https://i.scdn.co/image/cd2b9a3e019c80664b8f14fecaefb67f29715e4c","2017-09-29",2017-09-29,46,"Low Light - Live","2SldONFtB8N8CESsZcWaUk",0.244,0.899,"G",-6.18,"major",0.0504,0.183,0.214,0.959,0.438,165.635,196253,3,"G major",44,"Pearl Jam"
"387","5p58xqouYCtDpKCmdISXvT","Lets Play Two (Live / Original Motion Picture Soundtrack)","https://i.scdn.co/image/cd2b9a3e019c80664b8f14fecaefb67f29715e4c","2017-09-29",2017-09-29,46,"Better Man - Live","70GyjQ9zNbrxRLZFChdgJL",0.205,0.886,"D",-5.738,"major",0.0916,0.0192,0.0188,0.775,0.23,139.319,315573,4,"D major",41,"Pearl Jam"
"388","5p58xqouYCtDpKCmdISXvT","Lets Play Two (Live / Original Motion Picture Soundtrack)","https://i.scdn.co/image/cd2b9a3e019c80664b8f14fecaefb67f29715e4c","2017-09-29",2017-09-29,46,"Elderly Woman Behind The Counter In A Small Town - Live","7cqIoasBFS2va1B1GOcPr9",0.167,0.733,"G",-6.473,"major",0.0483,0.274,1.75e-05,0.359,0.369,177.403,206867,3,"G major",40,"Pearl Jam"
"389","5p58xqouYCtDpKCmdISXvT","Lets Play Two (Live / Original Motion Picture Soundtrack)","https://i.scdn.co/image/cd2b9a3e019c80664b8f14fecaefb67f29715e4c","2017-09-29",2017-09-29,46,"Last Exit - Live","64MwuXv0kokoVgAj8ACte5",0.391,0.97,"C",-5.055,"major",0.13,0.0163,0.221,0.363,0.662,146.216,154547,4,"C major",42,"Pearl Jam"
"390","5p58xqouYCtDpKCmdISXvT","Lets Play Two (Live / Original Motion Picture Soundtrack)","https://i.scdn.co/image/cd2b9a3e019c80664b8f14fecaefb67f29715e4c","2017-09-29",2017-09-29,46,"Lightning Bolt - Live","0Fx0IjaERpkG4RwxsKcoIc",0.215,0.948,"D",-5.798,"major",0.133,0.012,0.265,0.408,0.37,150.894,342293,4,"D major",38,"Pearl Jam"
"391","5p58xqouYCtDpKCmdISXvT","Lets Play Two (Live / Original Motion Picture Soundtrack)","https://i.scdn.co/image/cd2b9a3e019c80664b8f14fecaefb67f29715e4c","2017-09-29",2017-09-29,46,"Black, Red, Yellow - Live","2bzyMUu3HM4rHu6DEFXkR6",0.41,0.932,"A",-6.103,"major",0.0821,0.127,0.0223,0.963,0.664,154.9,175853,4,"A major",36,"Pearl Jam"
"392","5p58xqouYCtDpKCmdISXvT","Lets Play Two (Live / Original Motion Picture Soundtrack)","https://i.scdn.co/image/cd2b9a3e019c80664b8f14fecaefb67f29715e4c","2017-09-29",2017-09-29,46,"Black - Live","79wSLcuIkKe9kq00NqFSvz",0.41,0.772,"E",-6.968,"minor",0.0399,0.0942,0.0237,0.969,0.453,148.553,470147,4,"E minor",41,"Pearl Jam"
"393","5p58xqouYCtDpKCmdISXvT","Lets Play Two (Live / Original Motion Picture Soundtrack)","https://i.scdn.co/image/cd2b9a3e019c80664b8f14fecaefb67f29715e4c","2017-09-29",2017-09-29,46,"Corduroy - Live","3D83cZrWsr3HUHUsqRyIQi",0.174,0.975,"C",-5.315,"major",0.137,0.00467,0.212,0.0731,0.153,147.078,364000,4,"C major",38,"Pearl Jam"
"394","5p58xqouYCtDpKCmdISXvT","Lets Play Two (Live / Original Motion Picture Soundtrack)","https://i.scdn.co/image/cd2b9a3e019c80664b8f14fecaefb67f29715e4c","2017-09-29",2017-09-29,46,"Given To Fly - Live","0N0xjeADHHX0UPioLnbvRI",0.349,0.886,"G",-6.54,"major",0.076,0.0112,0.794,0.415,0.381,124.599,205027,4,"G major",37,"Pearl Jam"
"395","5p58xqouYCtDpKCmdISXvT","Lets Play Two (Live / Original Motion Picture Soundtrack)","https://i.scdn.co/image/cd2b9a3e019c80664b8f14fecaefb67f29715e4c","2017-09-29",2017-09-29,46,"Jeremy - Live","4BWuoEfl3oGswvJApi8gBW",0.254,0.951,"D",-5.365,"major",0.0677,0.0279,0.0173,0.967,0.284,119.882,301707,4,"D major",37,"Pearl Jam"
